-1.031309,0.259819,2.5
-1.031309,0.259819,2.5
-1.031285,0.259818,2.5
-1.03112,0.25981,2.5
-1.030725,0.259793,2.5
-1.030111,0.259766,2.5
-1.029289,0.25973,2.5
-1.028269,0.259686,2.5
-1.02706,0.259633,2.5
-1.02567,0.259572,2.5
-1.02411,0.259504,2.5
-1.022385,0.259429,2.5
-1.020506,0.259346,2.5
-1.018478,0.259258,2.5
-1.016309,0.259163,2.5
-1.014006,0.259062,2.5
-1.011574,0.258956,2.5
-1.009021,0.258844,2.5
-1.006352,0.258727,2.5
-1.003572,0.258606,2.5
-1.000687,0.25848,2.5
-0.997701,0.258349,2.5
-0.99462,0.258214,2.5
-0.991448,0.258076,2.5
-0.988189,0.257933,2.5
-0.984847,0.257787,2.5
-0.981427,0.257638,2.5
-0.977932,0.257485,2.5
-0.974366,0.257329,2.5
-0.970732,0.25717,2.5
-0.967033,0.257008,2.5
-0.963272,0.256844,2.5
-0.959453,0.256677,2.5
-0.955578,0.256507,2.5
-0.951649,0.256336,2.5
-0.94767,0.256162,2.5
-0.943643,0.255986,2.5
-0.939569,0.255807,2.5
-0.935452,0.255627,2.5
-0.931293,0.255446,2.5
-0.927094,0.255262,2.5
-0.922857,0.255077,2.5
-0.918584,0.25489,2.5
-0.914277,0.254702,2.5
-0.909937,0.254512,2.5
-0.905566,0.254321,2.5
-0.901165,0.254128,2.5
-0.896737,0.253935,2.5
-0.892281,0.25374,2.5
-0.887799,0.253544,2.5
-0.883293,0.253347,2.5
-0.878764,0.253149,2.5
-0.874212,0.25295,2.5
-0.86964,0.25275,2.5
-0.865047,0.252549,2.5
-0.860436,0.252347,2.5
-0.855806,0.252145,2.5
-0.851158,0.251942,2.5
-0.846494,0.251738,2.5
-0.841815,0.251533,2.5
-0.83712,0.251328,2.5
-0.832411,0.251122,2.5
-0.827689,0.250916,2.5
-0.822953,0.250709,2.5
-0.818205,0.250501,2.5
-0.813446,0.250293,2.5
-0.808675,0.250084,2.5
-0.803893,0.249875,2.5
-0.799102,0.249666,2.5
-0.7943,0.249456,2.5
-0.78949,0.249245,2.5
-0.78467,0.249035,2.5
-0.779843,0.248824,2.5
-0.775007,0.248612,2.5
-0.770164,0.2484,2.5
-0.765313,0.248188,2.5
-0.760456,0.247976,2.5
-0.755592,0.247763,2.5
-0.750722,0.24755,2.5
-0.745846,0.247337,2.5
-0.740964,0.247124,2.5
-0.736077,0.24691,2.5
-0.731184,0.246696,2.5
-0.726287,0.246482,2.5
-0.721385,0.246268,2.5
-0.716479,0.246053,2.5
-0.711569,0.245838,2.5
-0.706654,0.245623,2.5
-0.701736,0.245408,2.5
-0.696814,0.245193,2.5
-0.691888,0.244978,2.5
-0.687429,0.244783,2.5
-0.683819,0.244625,2.5
-0.680895,0.244497,2.5
-0.678527,0.244394,2.5
-0.67661,0.24431,2.5
-0.675057,0.244242,2.5
-0.6738,0.244187,2.5
-0.672781,0.244142,2.5
-0.671957,0.244106,2.5
-0.671289,0.244077,2.5
-0.670748,0.244053,2.5
-0.67031,0.244034,2.5
-0.669956,0.244019,2.5
-0.669669,0.244006,2.5
-0.669436,0.243996,2.5
-0.669248,0.243988,2.5
-0.669095,0.243981,2.5
-0.668972,0.243976,2.5
-0.668872,0.243971,2.5
-0.668791,0.243968,2.5
-0.668725,0.243965,2.5
-0.668672,0.243963,2.5
-0.668629,0.243961,2.5
-0.668594,0.243959,2.5
-0.668566,0.243958,2.5
-0.668543,0.243957,2.5
-0.668525,0.243956,2.5
-0.66851,0.243956,2.5
-0.668498,0.243955,2.5
-0.668488,0.243955,2.5
-0.66848,0.243954,2.5
-0.668474,0.243954,2.5
-0.668468,0.243954,2.5
-0.668464,0.243954,2.5
-0.668461,0.243953,2.5
-0.668458,0.243953,2.5
-0.668456,0.243953,2.5
-0.668454,0.243953,2.5
-0.668333,0.243948,2.5
-0.667981,0.243932,2.5
-0.667408,0.243907,2.5
-0.666625,0.243873,2.5
-0.665642,0.24383,2.5
-0.664467,0.243779,2.5
-0.663112,0.24372,2.5
-0.661583,0.243653,2.5
-0.659889,0.243579,2.5
-0.658038,0.243498,2.5
-0.656038,0.24341,2.5
-0.653895,0.243317,2.5
-0.651617,0.243217,2.5
-0.649209,0.243112,2.5
-0.646678,0.243001,2.5
-0.644031,0.242885,2.5
-0.641271,0.242765,2.5
-0.638406,0.242639,2.5
-0.635439,0.24251,2.5
-0.632375,0.242376,2.5
-0.62922,0.242238,2.5
-0.625977,0.242096,2.5
-0.622651,0.24195,2.5
-0.619246,0.241802,2.5
-0.615765,0.241649,2.5
-0.612212,0.241494,2.5
-0.60859,0.241336,2.5
-0.604903,0.241174,2.5
-0.601154,0.241011,2.5
-0.597345,0.240844,2.5
-0.593481,0.240675,2.5
-0.589562,0.240504,2.5
-0.585592,0.24033,2.5
-0.581574,0.240154,2.5
-0.577509,0.239977,2.5
-0.573399,0.239797,2.5
-0.569248,0.239615,2.5
-0.565057,0.239432,2.5
-0.560827,0.239247,2.5
-0.556561,0.239061,2.5
