0.224256,4.828342
0.224272,4.828324
0.224379,4.828199
0.224636,4.827898
0.225035,4.827431
0.22557,4.826806
0.226233,4.82603
0.22702,4.82511
0.227923,4.824052
0.228938,4.822865
0.23006,4.821553
0.231282,4.820123
0.232601,4.81858
0.234012,4.816929
0.23551,4.815177
0.237091,4.813327
0.238751,4.811384
0.240487,4.809353
0.242295,4.807238
0.244172,4.805043
0.246114,4.802771
0.248117,4.800427
0.25018,4.798013
0.2523,4.795533
0.254473,4.792991
0.256697,4.790389
0.25897,4.787729
0.26129,4.785016
0.263653,4.782251
0.266059,4.779436
0.268505,4.776575
0.270989,4.773669
0.273509,4.77072
0.276064,4.767731
0.278652,4.764703
0.281271,4.761639
0.28392,4.758539
0.286598,4.755406
0.289303,4.752242
0.292034,4.749047
0.294789,4.745823
0.297568,4.742572
0.300369,4.739295
0.303192,4.735993
0.306034,4.732667
0.308896,4.729319
0.311777,4.725949
0.314675,4.722558
0.317589,4.719148
0.32052,4.71572
0.323465,4.712274
0.326425,4.708811
0.329399,4.705331
0.332386,4.701837
0.335385,4.698328
0.338397,4.694805
0.341419,4.691269
0.344452,4.68772
0.347496,4.68416
0.350549,4.680588
0.353611,4.677005
0.356683,4.673411
0.359762,4.669808
0.36285,4.666196
0.365946,4.662574
0.369049,4.658944
0.372158,4.655306
0.375275,4.65166
0.378397,4.648007
0.381526,4.644346
0.38466,4.640679
0.3878,4.637006
0.390945,4.633327
0.394095,4.629642
0.397249,4.625951
0.400408,4.622255
0.403571,4.618554
0.406739,4.614848
0.40991,4.611138
0.413085,4.607424
0.416263,4.603705
0.419445,4.599983
0.42263,4.596257
0.425818,4.592527
0.429009,4.588794
0.432203,4.585057
0.435399,4.581318
0.438598,4.577576
0.441799,4.573831
0.445002,4.570083
0.448208,4.566333
0.451415,4.56258
0.454625,4.558825
0.457836,4.555068
0.461049,4.551308
0.464264,4.547547
0.46748,4.543784
0.470698,4.540019
0.473918,4.536253
0.477139,4.532485
0.480361,4.528715
0.483584,4.524944
0.486809,4.521171
0.490035,4.517397
0.493262,4.513622
0.49649,4.509845
0.499718,4.506068
0.502948,4.502289
0.506179,4.498509
0.509411,4.494728
0.512643,4.490947
0.515876,4.487164
0.51911,4.483381
0.522345,4.479596
0.52558,4.475811
0.528816,4.472025
0.532052,4.468239
0.53529,4.464451
0.538527,4.460664
0.541765,4.456875
0.545004,4.453086
0.548243,4.449296
0.551483,4.445506
0.554723,4.441716
0.557963,4.437924
0.561204,4.434133
0.564445,4.430341
0.567687,4.426548
0.570929,4.422755
0.574171,4.418962
0.577414,4.415169
0.580657,4.411375
0.5839,4.40758
0.587143,4.403786
0.590387,4.399991
0.593631,4.396196
0.596875,4.3924
0.600119,4.388605
0.603363,4.384809
0.606608,4.381013
0.609853,4.377216
0.613098,4.37342
0.616344,4.369623
0.619589,4.365826
0.622835,4.362029
0.62608,4.358232
0.629326,4.354434
0.632572,4.350636
0.635818,4.346839
0.639065,4.343041
0.642311,4.339243
0.645557,4.335444
0.648804,4.331646
0.652051,4.327848
0.655297,4.324049
0.658544,4.32025
0.661791,4.316452
0.665038,4.312653
0.668285,4.308854
0.671533,4.305055
0.67478,4.301256
0.678027,4.297457
0.681275,4.293657
0.684522,4.289858
0.68777,4.286059
0.691017,4.282259
0.694265,4.278459
0.697513,4.27466
0.70076,4.27086
0.704008,4.267061
0.707256,4.263261
0.710504,4.259461
0.713752,4.255661
0.717,4.251861
0.720248,4.248061
0.723496,4.244261
0.726744,4.240461
0.729992,4.236661
0.73324,4.232861
0.736488,4.229061
0.739736,4.225261
0.742984,4.221461
0.746232,4.21766
0.749481,4.21386
0.752729,4.21006
0.755977,4.20626
0.759225,4.202459
0.762474,4.198659
0.765722,4.194859
0.76897,4.191058
0.772219,4.187258
0.775467,4.183457
0.778716,4.179657
0.781964,4.175857
0.785212,4.172056
0.788461,4.168256
0.791709,4.164455
0.794958,4.160655
0.798206,4.156854
0.801455,4.153053
0.804703,4.149253
0.807952,4.145452
0.8112,4.141652
0.814449,4.137851
0.817697,4.134051
0.820946,4.13025
0.824194,4.126449
0.827443,4.122649
0.830691,4.118848
0.83394,4.115048
0.837189,4.111247
0.840437,4.107446
0.843686,4.103646
0.846934,4.099845
0.850183,4.096044
0.853432,4.092244
0.85668,4.088443
0.859929,4.084642
0.863177,4.080842
0.866426,4.077041
0.869675,4.07324
0.872923,4.069439
0.876172,4.065639
0.87942,4.061838
0.882669,4.058037
0.885918,4.054237
0.889166,4.050436
0.892415,4.046635
0.895664,4.042834
0.898912,4.039034
0.902161,4.035233
0.90541,4.031432
0.908658,4.027631
0.911907,4.023831
0.915156,4.02003
0.918404,4.016229
0.921653,4.012429
0.924902,4.008628
0.92815,4.004827
0.931399,4.001026
0.934648,3.997226
0.937896,3.993425
0.941145,3.989624
0.944394,3.985823
0.947642,3.982022
0.950891,3.978222
0.95414,3.974421
0.957388,3.97062
0.960637,3.966819
0.963886,3.963019
0.967134,3.959218
0.970383,3.955417
0.973632,3.951616
0.97688,3.947816
0.980129,3.944015
0.983378,3.940214
0.986626,3.936413
0.989875,3.932613
0.993124,3.928812
0.996372,3.925011
0.999621,3.92121
1.00287,3.917409
1.006118,3.913609
1.009367,3.909808
1.012616,3.906007
1.015864,3.902206
1.019113,3.898406
1.022362,3.894605
1.025611,3.890804
1.028859,3.887003
1.032108,3.883202
1.035357,3.879402
1.038605,3.875601
1.041854,3.8718
1.045103,3.867999
1.048351,3.864199
1.0516,3.860398
